Rotation,ABMI Site,Year,Field Date,Field Crew Member(s),Identification Date,Identification Analyst,Point Count Station,Wind Conditions,Precipitation,Start of Point Count  (24 hour clock),End of Point Count (24-hr clock),Common Name,Scientific Name,Taxonomic Resolution,Unique Taxonomic Identification Number,Time First Detected (seconds),Interval 1 (0-200 seconds),Interval 2 (201-400 seconds),Interval 3 (401-600 seconds),Behaviour,Tally,
Rotation 1,216,2007,14-Jun-07,CHE/ILE,1-Nov-07,TH,8,0,None,9:17,DNC,Dark-eyed Junco,Junco hyemalis,Species,179410,10,1,1,0,Singing,VNA,
Rotation 1,216,2007,14-Jun-07,CHE/ILE,1-Nov-07,TH,9,0,None,9:41,DNC,Red-eyed Vireo,Vireo olivaceus,Species,179021,0,1,1,1,Singing,VNA,
Rotation 1,216,2007,14-Jun-07,CHE/ILE,1-Nov-07,TH,9,0,None,9:41,DNC,Ovenbird,Seiurus aurocapilla,Species,726205,300,0,1,1,Singing,VNA,
Rotation 1,216,2007,14-Jun-07,CHE/ILE,1-Nov-07,TH,9,0,None,9:41,DNC,Tennessee Warbler,Vermivora peregrina,Species,178855,0,1,1,1,Counter-singing,VNA,
Rotation 1,216,2007,14-Jun-07,CHE/ILE,1-Nov-07,TH,9,0,None,9:41,DNC,Tennessee Warbler,Vermivora peregrina,Species,178855,0,1,1,1,Counter-singing,VNA,
Rotation 1,216,2007,14-Jun-07,CHE/ILE,1-Nov-07,TH,9,0,None,9:41,DNC,Tennessee Warbler,Vermivora peregrina,Species,178855,0,1,1,1,Counter-singing,VNA,
Rotation 1,216,2007,14-Jun-07,CHE/ILE,1-Nov-07,TH,9,0,None,9:41,DNC,Black And White Warbler,Mniotilta varia,Species,178844,20,1,0,1,Singing,VNA,
Rotation 1,216,2007,14-Jun-07,CHE/ILE,1-Nov-07,TH,9,0,None,9:41,DNC,Red Squirrel,Tamiasciurus hudsonicus,Species,180166,50,1,1,1,Calling,VNA,
Rotation 1,216,2007,14-Jun-07,CHE/ILE,1-Nov-07,TH,9,0,None,9:41,DNC,Common Snipe,Gallinago gallinago,Species,176700,290,0,1,0,Singing,VNA,
Rotation 1,216,2007,14-Jun-07,CHE/ILE,1-Nov-07,TH,9,0,None,9:41,DNC,Common Grackle,Quiscalus quiscula,Species,179104,120,1,0,0,Calling,VNA,
Rotation 1,216,2007,14-Jun-07,CHE/ILE,1-Nov-07,TH,9,0,None,9:41,DNC,Yellow-rumped Warbler,Dendroica coronata,Species,178891,560,0,0,1,Singing,VNA,
Rotation 1,216,2007,14-Jun-07,CHE/ILE,1-Nov-07,TH,9,0,None,9:41,DNC,Swainson'S Thrush,Catharus ustulatus,Species,179788,40,1,1,1,Counter-singing,VNA,
Rotation 1,216,2007,14-Jun-07,CHE/ILE,1-Nov-07,TH,9,0,None,9:41,DNC,Swainson'S Thrush,Catharus ustulatus,Species,179788,10,1,1,1,Counter-singing,VNA,
Rotation 1,216,2007,14-Jun-07,CHE/ILE,1-Nov-07,TH,9,0,None,9:41,DNC,Swainson'S Thrush,Catharus ustulatus,Species,179788,0,1,1,1,Counter-singing,VNA,
Rotation 1,216,2007,14-Jun-07,CHE/ILE,1-Nov-07,TH,9,0,None,9:41,DNC,Swainson'S Thrush,Catharus ustulatus,Species,179788,250,0,1,0,Counter-singing,VNA,
Rotation 1,217,2007,15-Jun-07,LTH/TNA,1-Nov-07,TH,1,1,None,6:55,DNC,White-throated Sparrow,Zonotrichia albicollis,Species,179462,0,1,1,1,Singing,VNA,
Rotation 1,217,2007,15-Jun-07,LTH/TNA,1-Nov-07,TH,1,1,None,6:55,DNC,Swainson'S Thrush,Catharus ustulatus,Species,179788,130,1,1,0,Singing,VNA,
Rotation 1,217,2007,15-Jun-07,LTH/TNA,1-Nov-07,TH,1,1,None,6:55,DNC,Swainson'S Thrush,Catharus ustulatus,Species,179788,0,1,1,0,Singing,VNA,
Rotation 1,217,2007,15-Jun-07,LTH/TNA,1-Nov-07,TH,1,1,None,6:55,DNC,Sora,Porzana carolina,Species,176242,200,0,1,0,Singing,VNA,
Rotation 1,217,2007,15-Jun-07,LTH/TNA,1-Nov-07,TH,1,1,None,6:55,DNC,White-throated Sparrow,Zonotrichia albicollis,Species,179462,160,1,1,0,Singing,VNA,
Rotation 1,217,2007,15-Jun-07,LTH/TNA,1-Nov-07,TH,1,1,None,6:55,DNC,Least Flycatcher,Empidonax minimus,Species,178344,0,1,1,1,Singing,VNA,
Rotation 1,217,2007,15-Jun-07,LTH/TNA,1-Nov-07,TH,1,1,None,6:55,DNC,White-throated Sparrow,Zonotrichia albicollis,Species,179462,50,1,1,0,Singing,VNA,
Rotation 1,217,2007,15-Jun-07,LTH/TNA,1-Nov-07,TH,1,1,None,6:55,DNC,White-throated Sparrow,Zonotrichia albicollis,Species,179462,100,1,1,1,Singing,VNA,
Rotation 1,217,2007,15-Jun-07,LTH/TNA,1-Nov-07,TH,1,1,None,6:55,DNC,Pied-billed Grebe,Podilymbus podiceps,Species,174505,40,1,0,0,Calling,VNA,
Rotation 1,217,2007,15-Jun-07,LTH/TNA,1-Nov-07,TH,1,1,None,6:55,DNC,Common Grackle,Quiscalus quiscula,Species,179104,170,1,0,0,Calling,VNA,
Rotation 1,217,2007,15-Jun-07,LTH/TNA,1-Nov-07,TH,1,1,None,6:55,DNC,Red-winged Blackbird,Agelaius phoeniceus,Species,179045,20,1,1,1,Singing,VNA,
Rotation 1,217,2007,15-Jun-07,LTH/TNA,1-Nov-07,TH,1,1,None,6:55,DNC,Red-winged Blackbird,Agelaius phoeniceus,Species,179045,0,1,1,1,Singing,VNA,
Rotation 1,217,2007,15-Jun-07,LTH/TNA,1-Nov-07,TH,1,1,None,6:55,DNC,Red-winged Blackbird,Agelaius phoeniceus,Species,179045,0,1,1,1,Singing,VNA,
Rotation 1,217,2007,15-Jun-07,LTH/TNA,1-Nov-07,TH,1,1,None,6:55,DNC,Rose-breasted Grosbeak,Pheucticus ludovicianus,Species,179139,0,1,1,1,Singing,VNA,
Rotation 1,217,2007,15-Jun-07,LTH/TNA,1-Nov-07,TH,1,1,None,6:55,DNC,Rose-breasted Grosbeak,Pheucticus ludovicianus,Species,179139,70,1,0,1,Singing,VNA,
Rotation 1,217,2007,15-Jun-07,LTH/TNA,1-Nov-07,TH,1,1,None,6:55,DNC,VNA,VNA,VNA,SNI,0,1,0,1,Calling,VNA,
Rotation 1,217,2007,15-Jun-07,LTH/TNA,1-Nov-07,TH,1,1,None,6:55,DNC,Yellow Warbler,Dendroica petechia,Species,178878,10,1,1,1,Singing,VNA,
Rotation 1,217,2007,15-Jun-07,LTH/TNA,1-Nov-07,TH,1,1,None,6:55,DNC,VNA,VNA,VNA,SNI,230,0,1,0,Calling,VNA,
Rotation 1,217,2007,15-Jun-07,LTH/TNA,1-Nov-07,TH,1,1,None,6:55,DNC,Common Snipe,Gallinago gallinago,Species,176700,0,1,1,1,Singing,VNA,
Rotation 1,217,2007,15-Jun-07,LTH/TNA,1-Nov-07,TH,1,1,None,6:55,DNC,Killdeer,Charadrius vociferus,Species,176520,110,1,0,0,Singing,VNA,
Rotation 1,217,2007,15-Jun-07,LTH/TNA,1-Nov-07,TH,1,1,None,6:55,DNC,Lincoln'S Sparrow,Melospiza lincolnii,Species,179484,420,0,0,1,Singing,VNA,
Rotation 1,217,2007,15-Jun-07,LTH/TNA,1-Nov-07,TH,1,1,None,6:55,DNC,Clay-colored Sparrow,Spizella pallida,Species,179439,30,1,1,0,Singing,VNA,
Rotation 1,217,2007,15-Jun-07,LTH/TNA,1-Nov-07,TH,1,1,None,6:55,DNC,Clay-colored Sparrow,Spizella pallida,Species,179439,10,1,1,1,Singing,VNA,
Rotation 1,217,2007,15-Jun-07,LTH/TNA,1-Nov-07,TH,1,1,None,6:55,DNC,Black-billed Magpie,Pica hudsonia,Species,726117,350,0,1,0,Calling,VNA,
Rotation 1,217,2007,15-Jun-07,LTH/TNA,1-Nov-07,TH,1,1,None,6:55,DNC,Black And White Warbler,Mniotilta varia,Species,178844,30,1,1,1,Singing,VNA,
Rotation 1,217,2007,15-Jun-07,LTH/TNA,1-Nov-07,TH,1,1,None,6:55,DNC,Tennessee Warbler,Vermivora peregrina,Species,178855,20,1,1,1,Singing,VNA,
Rotation 1,217,2007,15-Jun-07,LTH/TNA,1-Nov-07,TH,1,1,None,6:55,DNC,American Redstart,Setophaga ruticilla,Species,178979,560,0,0,1,Singing,VNA,
Rotation 1,217,2007,15-Jun-07,LTH/TNA,1-Nov-07,TH,1,1,None,6:55,DNC,Tennessee Warbler,Vermivora peregrina,Species,178855,520,0,0,1,Singing,VNA,
Rotation 1,217,2007,15-Jun-07,LTH/TNA,1-Nov-07,TH,1,1,None,6:55,DNC,Common Raven,Corvus corax,Species,179725,140,1,0,0,Calling,VNA,
Rotation 1,217,2007,15-Jun-07,LTH/TNA,1-Nov-07,TH,1,1,None,6:55,DNC,Magnolia Warbler,Dendroica magnolia,Species,178886,380,0,1,1,Singing,VNA,
Rotation 1,217,2007,15-Jun-07,LTH/TNA,1-Nov-07,TH,1,1,None,6:55,DNC,Red-eyed Vireo,Vireo olivaceus,Species,179021,20,1,0,0,Singing,VNA,
Rotation 1,217,2007,15-Jun-07,LTH/TNA,1-Nov-07,TH,1,1,None,6:55,DNC,Alder Flycatcher,Empidonax alnorum,Species,178340,150,1,1,1,Singing,VNA,
Rotation 1,217,2007,15-Jun-07,LTH/TNA,VNA,VNA,2,DNC,DNC,8:15,8:25,Black Tern,Chlidonias niger,Species,176959,VNA,VNA,VNA,VNA,Observed,3,
Rotation 1,217,2007,15-Jun-07,LTH/TNA,VNA,VNA,2,DNC,DNC,8:15,8:25,Black Tern,Chlidonias niger,Species,176959,VNA,VNA,VNA,VNA,Observed,3,
Rotation 1,217,2007,15-Jun-07,LTH/TNA,VNA,VNA,2,DNC,DNC,8:15,8:25,Black Tern,Chlidonias niger,Species,176959,VNA,VNA,VNA,VNA,Observed,3,
Rotation 1,217,2007,15-Jun-07,LTH/TNA,VNA,VNA,2,DNC,DNC,8:15,8:25,American Wigeon,Anas americana,Species,175094,VNA,VNA,VNA,VNA,Observed,12,
Rotation 1,217,2007,15-Jun-07,LTH/TNA,VNA,VNA,2,DNC,DNC,8:15,8:25,American Wigeon,Anas americana,Species,175094,VNA,VNA,VNA,VNA,Observed,12,
Rotation 1,217,2007,15-Jun-07,LTH/TNA,VNA,VNA,2,DNC,DNC,8:15,8:25,American Wigeon,Anas americana,Species,175094,VNA,VNA,VNA,VNA,Observed,12,
Rotation 1,217,2007,15-Jun-07,LTH/TNA,VNA,VNA,2,DNC,DNC,8:15,8:25,American Wigeon,Anas americana,Species,175094,VNA,VNA,VNA,VNA,Observed,12,
Rotation 1,217,2007,15-Jun-07,LTH/TNA,VNA,VNA,2,DNC,DNC,8:15,8:25,American Wigeon,Anas americana,Species,175094,VNA,VNA,VNA,VNA,Observed,12,
Rotation 1,217,2007,15-Jun-07,LTH/TNA,VNA,VNA,2,DNC,DNC,8:15,8:25,American Wigeon,Anas americana,Species,175094,VNA,VNA,VNA,VNA,Observed,12,
Rotation 1,217,2007,15-Jun-07,LTH/TNA,VNA,VNA,2,DNC,DNC,8:15,8:25,American Wigeon,Anas americana,Species,175094,VNA,VNA,VNA,VNA,Observed,12,
Rotation 1,217,2007,15-Jun-07,LTH/TNA,VNA,VNA,2,DNC,DNC,8:15,8:25,American Wigeon,Anas americana,Species,175094,VNA,VNA,VNA,VNA,Observed,12,
Rotation 1,217,2007,15-Jun-07,LTH/TNA,VNA,VNA,2,DNC,DNC,8:15,8:25,American Wigeon,Anas americana,Species,175094,VNA,VNA,VNA,VNA,Observed,12,
Rotation 1,217,2007,15-Jun-07,LTH/TNA,VNA,VNA,2,DNC,DNC,8:15,8:25,American Wigeon,Anas americana,Species,175094,VNA,VNA,VNA,VNA,Observed,12,
Rotation 1,217,2007,15-Jun-07,LTH/TNA,VNA,VNA,2,DNC,DNC,8:15,8:25,American Wigeon,Anas americana,Species,175094,VNA,VNA,VNA,VNA,Observed,12,
Rotation 1,217,2007,15-Jun-07,LTH/TNA,VNA,VNA,2,DNC,DNC,8:15,8:25,American Wigeon,Anas americana,Species,175094,VNA,VNA,VNA,VNA,Observed,12,
Rotation 1,217,2007,15-Jun-07,LTH/TNA,VNA,VNA,2,DNC,DNC,8:15,8:25,Red-winged Blackbird,Agelaius phoeniceus,Species,179045,VNA,VNA,VNA,VNA,Observed,3,
Rotation 1,217,2007,15-Jun-07,LTH/TNA,VNA,VNA,2,DNC,DNC,8:15,8:25,Gulls,Larus,Genus,176803,VNA,VNA,VNA,VNA,Observed,4,
Rotation 1,217,2007,15-Jun-07,LTH/TNA,VNA,VNA,2,DNC,DNC,8:15,8:25,Red-winged Blackbird,Agelaius phoeniceus,Species,179045,VNA,VNA,VNA,VNA,Observed,3,
Rotation 1,217,2007,15-Jun-07,LTH/TNA,VNA,VNA,2,DNC,DNC,8:15,8:25,Red-winged Blackbird,Agelaius phoeniceus,Species,179045,VNA,VNA,VNA,VNA,Observed,3,
Rotation 1,217,2007,15-Jun-07,LTH/TNA,VNA,VNA,2,DNC,DNC,8:15,8:25,Gulls,Larus,Genus,176803,VNA,VNA,VNA,VNA,Observed,4,
Rotation 1,217,2007,15-Jun-07,LTH/TNA,VNA,VNA,2,DNC,DNC,8:15,8:25,Gulls,Larus,Genus,176803,VNA,VNA,VNA,VNA,Observed,4,
Rotation 1,217,2007,15-Jun-07,LTH/TNA,VNA,VNA,2,DNC,DNC,8:15,8:25,Gulls,Larus,Genus,176803,VNA,VNA,VNA,VNA,Observed,4,
Rotation 1,217,2007,15-Jun-07,LTH/TNA,VNA,VNA,3,DNC,DNC,9:00,9:10,Red-winged Blackbird,Agelaius phoeniceus,Species,179045,VNA,VNA,VNA,VNA,Observed,16,
Rotation 1,217,2007,15-Jun-07,LTH/TNA,VNA,VNA,3,DNC,DNC,9:00,9:10,Red-winged Blackbird,Agelaius phoeniceus,Species,179045,VNA,VNA,VNA,VNA,Observed,16,
Rotation 1,217,2007,15-Jun-07,LTH/TNA,VNA,VNA,3,DNC,DNC,9:00,9:10,Red-winged Blackbird,Agelaius phoeniceus,Species,179045,VNA,VNA,VNA,VNA,Observed,16,
Rotation 1,217,2007,15-Jun-07,LTH/TNA,VNA,VNA,3,DNC,DNC,9:00,9:10,Red-winged Blackbird,Agelaius phoeniceus,Species,179045,VNA,VNA,VNA,VNA,Observed,16,
Rotation 1,217,2007,15-Jun-07,LTH/TNA,VNA,VNA,3,DNC,DNC,9:00,9:10,Red-winged Blackbird,Agelaius phoeniceus,Species,179045,VNA,VNA,VNA,VNA,Observed,16,
Rotation 1,217,2007,15-Jun-07,LTH/TNA,VNA,VNA,3,DNC,DNC,9:00,9:10,Red-winged Blackbird,Agelaius phoeniceus,Species,179045,VNA,VNA,VNA,VNA,Observed,16,
Rotation 1,217,2007,15-Jun-07,LTH/TNA,VNA,VNA,3,DNC,DNC,9:00,9:10,Red-winged Blackbird,Agelaius phoeniceus,Species,179045,VNA,VNA,VNA,VNA,Observed,16,
Rotation 1,217,2007,15-Jun-07,LTH/TNA,VNA,VNA,3,DNC,DNC,9:00,9:10,Red-winged Blackbird,Agelaius phoeniceus,Species,179045,VNA,VNA,VNA,VNA,Observed,16,
Rotation 1,217,2007,15-Jun-07,LTH/TNA,VNA,VNA,3,DNC,DNC,9:00,9:10,Red-winged Blackbird,Agelaius phoeniceus,Species,179045,VNA,VNA,VNA,VNA,Observed,16,
Rotation 1,217,2007,15-Jun-07,LTH/TNA,VNA,VNA,3,DNC,DNC,9:00,9:10,Red-winged Blackbird,Agelaius phoeniceus,Species,179045,VNA,VNA,VNA,VNA,Observed,16,
Rotation 1,217,2007,15-Jun-07,LTH/TNA,VNA,VNA,3,DNC,DNC,9:00,9:10,Red-winged Blackbird,Agelaius phoeniceus,Species,179045,VNA,VNA,VNA,VNA,Observed,16,
Rotation 1,217,2007,15-Jun-07,LTH/TNA,VNA,VNA,3,DNC,DNC,9:00,9:10,Red-winged Blackbird,Agelaius phoeniceus,Species,179045,VNA,VNA,VNA,VNA,Observed,16,
Rotation 1,217,2007,15-Jun-07,LTH/TNA,VNA,VNA,3,DNC,DNC,9:00,9:10,Red-winged Blackbird,Agelaius phoeniceus,Species,179045,VNA,VNA,VNA,VNA,Observed,16,
Rotation 1,217,2007,15-Jun-07,LTH/TNA,VNA,VNA,3,DNC,DNC,9:00,9:10,Red-winged Blackbird,Agelaius phoeniceus,Species,179045,VNA,VNA,VNA,VNA,Observed,16,
Rotation 1,217,2007,15-Jun-07,LTH/TNA,VNA,VNA,3,DNC,DNC,9:00,9:10,Red-winged Blackbird,Agelaius phoeniceus,Species,179045,VNA,VNA,VNA,VNA,Observed,16,
Rotation 1,217,2007,15-Jun-07,LTH/TNA,VNA,VNA,3,DNC,DNC,9:00,9:10,Red-winged Blackbird,Agelaius phoeniceus,Species,179045,VNA,VNA,VNA,VNA,Observed,16,
Rotation 1,217,2007,15-Jun-07,LTH/TNA,VNA,VNA,3,DNC,DNC,9:00,9:10,Gulls,Larus,Genus,176803,VNA,VNA,VNA,VNA,Observed,2,
Rotation 1,217,2007,15-Jun-07,LTH/TNA,VNA,VNA,3,DNC,DNC,9:00,9:10,Gulls,Larus,Genus,176803,VNA,VNA,VNA,VNA,Observed,2,
Rotation 1,217,2007,15-Jun-07,LTH/TNA,VNA,VNA,3,DNC,DNC,9:00,9:10,Gulls,Larus,Genus,176803,VNA,VNA,VNA,VNA,Observed,2,
Rotation 1,217,2007,15-Jun-07,LTH/TNA,VNA,VNA,3,DNC,DNC,9:00,9:10,Gulls,Larus,Genus,176803,VNA,VNA,VNA,VNA,Observed,2,
Rotation 1,217,2007,15-Jun-07,LTH/TNA,VNA,VNA,3,DNC,DNC,9:00,9:10,Common Loon,Gavia immer,Species,174469,VNA,VNA,VNA,VNA,Observed,2,
Rotation 1,217,2007,15-Jun-07,LTH/TNA,VNA,VNA,3,DNC,DNC,9:00,9:10,Common Loon,Gavia immer,Species,174469,VNA,VNA,VNA,VNA,Observed,2,
Rotation 1,217,2007,15-Jun-07,LTH/TNA,VNA,VNA,3,DNC,DNC,9:00,9:10,Barrow'S Goldeneye,Bucephala islandica,Species,175144,VNA,VNA,VNA,VNA,Observed,1,
Rotation 1,217,2007,15-Jun-07,LTH/TNA,VNA,VNA,3,DNC,DNC,9:00,9:10,"Ducks, Geese And Allies",Anatidae,Family,174983,VNA,VNA,VNA,VNA,Observed,6,
Rotation 1,217,2007,15-Jun-07,LTH/TNA,VNA,VNA,3,DNC,DNC,9:00,9:10,"Ducks, Geese And Allies",Anatidae,Family,174983,VNA,VNA,VNA,VNA,Observed,6,
Rotation 1,217,2007,15-Jun-07,LTH/TNA,VNA,VNA,3,DNC,DNC,9:00,9:10,"Ducks, Geese And Allies",Anatidae,Family,174983,VNA,VNA,VNA,VNA,Observed,6,
Rotation 1,217,2007,15-Jun-07,LTH/TNA,VNA,VNA,3,DNC,DNC,9:00,9:10,"Ducks, Geese And Allies",Anatidae,Family,174983,VNA,VNA,VNA,VNA,Observed,6,
Rotation 1,217,2007,15-Jun-07,LTH/TNA,VNA,VNA,3,DNC,DNC,9:00,9:10,"Ducks, Geese And Allies",Anatidae,Family,174983,VNA,VNA,VNA,VNA,Observed,6,
Rotation 1,217,2007,15-Jun-07,LTH/TNA,VNA,VNA,3,DNC,DNC,9:00,9:10,"Ducks, Geese And Allies",Anatidae,Family,174983,VNA,VNA,VNA,VNA,Observed,6,
Rotation 1,217,2007,15-Jun-07,LTH/TNA,VNA,VNA,3,DNC,DNC,9:00,9:10,Bufflehead,Bucephala albeola,Species,175145,VNA,VNA,VNA,VNA,Observed,2,
Rotation 1,217,2007,15-Jun-07,LTH/TNA,VNA,VNA,3,DNC,DNC,9:00,9:10,Bufflehead,Bucephala albeola,Species,175145,VNA,VNA,VNA,VNA,Observed,2,
Rotation 1,217,2007,15-Jun-07,LTH/TNA,1-Nov-07,TH,4,2,None,7:44,DNC,Magnolia Warbler,Dendroica magnolia,Species,178886,10,1,1,0,Singing,VNA,
Rotation 1,217,2007,15-Jun-07,LTH/TNA,1-Nov-07,TH,4,2,None,7:44,DNC,Red-eyed Vireo,Vireo olivaceus,Species,179021,460,0,0,1,Singing,VNA,
Rotation 1,217,2007,15-Jun-07,LTH/TNA,1-Nov-07,TH,4,2,None,7:44,DNC,American Wigeon,Anas americana,Species,175094,140,1,0,0,Fly Over,VNA,
Rotation 1,217,2007,15-Jun-07,LTH/TNA,1-Nov-07,TH,4,2,None,7:44,DNC,Tennessee Warbler,Vermivora peregrina,Species,178855,0,1,1,1,Singing,VNA,
Rotation 1,217,2007,15-Jun-07,LTH/TNA,1-Nov-07,TH,4,2,None,7:44,DNC,Lincoln'S Sparrow,Melospiza lincolnii,Species,179484,10,1,1,1,Counter-singing,VNA,
Rotation 1,217,2007,15-Jun-07,LTH/TNA,1-Nov-07,TH,4,2,None,7:44,DNC,Lincoln'S Sparrow,Melospiza lincolnii,Species,179484,10,1,1,1,Counter-singing,VNA,
Rotation 1,217,2007,15-Jun-07,LTH/TNA,1-Nov-07,TH,4,2,None,7:44,DNC,Clay-colored Sparrow,Spizella pallida,Species,179439,40,1,1,1,Counter-singing,VNA,
Rotation 1,217,2007,15-Jun-07,LTH/TNA,1-Nov-07,TH,4,2,None,7:44,DNC,Clay-colored Sparrow,Spizella pallida,Species,179439,0,1,1,1,Counter-singing,VNA,
Rotation 1,217,2007,15-Jun-07,LTH/TNA,1-Nov-07,TH,4,2,None,7:44,DNC,Clay-colored Sparrow,Spizella pallida,Species,179439,0,1,1,1,Counter-singing,VNA,
Rotation 1,217,2007,15-Jun-07,LTH/TNA,1-Nov-07,TH,4,2,None,7:44,DNC,Lincoln'S Sparrow,Melospiza lincolnii,Species,179484,20,1,0,1,Counter-singing,VNA,
Rotation 1,217,2007,15-Jun-07,LTH/TNA,1-Nov-07,TH,4,2,None,7:44,DNC,Yellow-bellied Sapsucker,Sphyrapicus varius,Species,178202,190,1,0,0,Singing,VNA,
Rotation 1,217,2007,15-Jun-07,LTH/TNA,1-Nov-07,TH,4,2,None,7:44,DNC,Tree Swallow,Tachycineta bicolor,Species,178431,360,0,1,0,Fly Over,VNA,
Rotation 1,217,2007,15-Jun-07,LTH/TNA,1-Nov-07,TH,4,2,None,7:44,DNC,Common Snipe,Gallinago gallinago,Species,176700,260,0,1,1,Singing,VNA,
Rotation 1,217,2007,15-Jun-07,LTH/TNA,1-Nov-07,TH,4,2,None,7:44,DNC,Common Snipe,Gallinago gallinago,Species,176700,20,1,1,1,Singing,VNA,
Rotation 1,217,2007,15-Jun-07,LTH/TNA,1-Nov-07,TH,4,2,None,7:44,DNC,American Robin,Turdus migratorius,Species,179759,560,0,0,1,Singing,VNA,
Rotation 1,217,2007,15-Jun-07,LTH/TNA,1-Nov-07,TH,4,2,None,7:44,DNC,Solitary Sandpiper,Tringa solitaria,Species,176615,170,1,1,0,Calling,VNA,
Rotation 1,217,2007,15-Jun-07,LTH/TNA,1-Nov-07,TH,4,2,None,7:44,DNC,Solitary Sandpiper,Tringa solitaria,Species,176615,170,1,1,0,Calling,VNA,
Rotation 1,217,2007,15-Jun-07,LTH/TNA,1-Nov-07,TH,4,2,None,7:44,DNC,Black Tern,Chlidonias niger,Species,176959,110,1,1,0,Fly Over,VNA,
Rotation 1,217,2007,15-Jun-07,LTH/TNA,1-Nov-07,TH,4,2,None,7:44,DNC,Rose-breasted Grosbeak,Pheucticus ludovicianus,Species,179139,0,1,1,1,Singing,VNA,
Rotation 1,217,2007,15-Jun-07,LTH/TNA,1-Nov-07,TH,4,2,None,7:44,DNC,Red-winged Blackbird,Agelaius phoeniceus,Species,179045,30,1,1,0,Singing,VNA,
Rotation 1,217,2007,15-Jun-07,LTH/TNA,1-Nov-07,TH,4,2,None,7:44,DNC,Red-winged Blackbird,Agelaius phoeniceus,Species,179045,0,1,1,1,Singing,VNA,
Rotation 1,217,2007,15-Jun-07,LTH/TNA,1-Nov-07,TH,4,2,None,7:44,DNC,Red-winged Blackbird,Agelaius phoeniceus,Species,179045,20,1,1,1,Singing,VNA,
Rotation 1,217,2007,15-Jun-07,LTH/TNA,1-Nov-07,TH,4,2,None,7:44,DNC,Red-winged Blackbird,Agelaius phoeniceus,Species,179045,360,0,1,1,Calling,VNA,
Rotation 1,217,2007,15-Jun-07,LTH/TNA,1-Nov-07,TH,4,2,None,7:44,DNC,Pied-billed Grebe,Podilymbus podiceps,Species,174505,140,1,1,1,Singing,VNA,
Rotation 1,217,2007,15-Jun-07,LTH/TNA,1-Nov-07,TH,4,2,None,7:44,DNC,Swainson'S Thrush,Catharus ustulatus,Species,179788,0,1,1,1,Singing,VNA,
Rotation 1,217,2007,15-Jun-07,LTH/TNA,1-Nov-07,TH,4,2,None,7:44,DNC,White-throated Sparrow,Zonotrichia albicollis,Species,179462,90,1,0,1,Singing,VNA,
Rotation 1,217,2007,15-Jun-07,LTH/TNA,1-Nov-07,TH,4,2,None,7:44,DNC,White-throated Sparrow,Zonotrichia albicollis,Species,179462,60,1,1,1,Singing,VNA,
Rotation 1,217,2007,15-Jun-07,LTH/TNA,1-Nov-07,TH,4,2,None,7:44,DNC,White-throated Sparrow,Zonotrichia albicollis,Species,179462,0,1,0,0,Singing,VNA,
Rotation 1,217,2007,15-Jun-07,LTH/TNA,1-Nov-07,TH,5,2,None,8:20,DNC,Pied-billed Grebe,Podilymbus podiceps,Species,174505,360,0,1,0,Singing,VNA,
Rotation 1,217,2007,15-Jun-07,LTH/TNA,1-Nov-07,TH,5,2,None,8:20,DNC,Swainson'S Thrush,Catharus ustulatus,Species,179788,0,1,1,1,Counter-singing,VNA,
Rotation 1,217,2007,15-Jun-07,LTH/TNA,1-Nov-07,TH,5,2,None,8:20,DNC,Swainson'S Thrush,Catharus ustulatus,Species,179788,20,1,1,1,Counter-singing,VNA,
Rotation 1,217,2007,15-Jun-07,LTH/TNA,1-Nov-07,TH,5,2,None,8:20,DNC,Swainson'S Thrush,Catharus ustulatus,Species,179788,80,1,1,1,Singing,VNA,
Rotation 1,217,2007,15-Jun-07,LTH/TNA,1-Nov-07,TH,5,2,None,8:20,DNC,White-throated Sparrow,Zonotrichia albicollis,Species,179462,20,1,1,0,Counter-singing,VNA,
Rotation 1,217,2007,15-Jun-07,LTH/TNA,1-Nov-07,TH,5,2,None,8:20,DNC,White-throated Sparrow,Zonotrichia albicollis,Species,179462,10,1,1,0,Counter-singing,VNA,
Rotation 1,217,2007,15-Jun-07,LTH/TNA,1-Nov-07,TH,5,2,None,8:20,DNC,White-throated Sparrow,Zonotrichia albicollis,Species,179462,0,1,1,1,Counter-singing,VNA,
Rotation 1,217,2007,15-Jun-07,LTH/TNA,1-Nov-07,TH,5,2,None,8:20,DNC,White-throated Sparrow,Zonotrichia albicollis,Species,179462,100,1,1,1,Counter-singing,VNA,
Rotation 1,217,2007,15-Jun-07,LTH/TNA,1-Nov-07,TH,5,2,None,8:20,DNC,Solitary Sandpiper,Tringa solitaria,Species,176615,190,1,0,0,Calling,VNA,
Rotation 1,217,2007,15-Jun-07,LTH/TNA,1-Nov-07,TH,5,2,None,8:20,DNC,Cape May Warbler,Dendroica tigrina,Species,178887,300,0,1,1,Singing,VNA,
Rotation 1,217,2007,15-Jun-07,LTH/TNA,1-Nov-07,TH,5,2,None,8:20,DNC,Canada Warbler,Wilsonia canadensis,Species,178977,210,0,1,1,Singing,VNA,
Rotation 1,217,2007,15-Jun-07,LTH/TNA,1-Nov-07,TH,5,2,None,8:20,DNC,Common Snipe,Gallinago gallinago,Species,176700,20,1,1,1,Singing,VNA,
